study	patient	scoring	model	n_cells	n_samples	gene	rho	z
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN11	-0.08782903981217866	-0.08805592684541345
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN12	0.058806250280772035	0.05887417871789971
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN14	0.040489173357899276	0.040511320768053194
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN15	-0.07100426567436606	-0.07112395310483789
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN16	-0.04058692784249141	-0.04060923616037273
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN17	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN18	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN19	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN2	-0.09631893786412551	-0.09661846805341476
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN20	0.06148391312169113	0.061561564620501205
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN22	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN23	0.17448841919338207	0.17629232587404242
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN3	0.23603025975221198	0.24056596917074952
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN4	0.2158327884272452	0.2192811329385034
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN5	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN6	0.041176918407499846	0.04120021446337412
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN7	0.23378607092327902	0.23819070780478407
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN8	-0.010405470408471444	-0.010405845979527779
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CLDN9	0.05730277714016817	0.057365620956993824
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	CRB3	0.03903185557762997	0.03905169520794713
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	F11R	0.022770089367847853	0.022774025848151053
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PALS1	0.014232156343345355	0.014233117388179022
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PARD3	-0.03048531030834648	-0.030494759461033354
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PARD6A	-0.040921867643418534	-0.0409447331985116
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PARD6B	0.051491149144589236	0.05153672849538011
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PARD6G	0.026966521052562125	0.02697306053017525
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PATJ	0.03376072237377502	0.03377355782318081
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P3	fixed_background	common	550	1	PRKCI	0.0019269248863461588	0.0019269272712675554
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN1	0.11374966261386085	0.1142441086605293
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN10	-0.045879986656856754	-0.04591221942319619
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN11	-0.02718953197632591	-0.027196235090810896
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN12	0.0484516493713606	0.04848961728720051
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN14	-0.030800092896518527	-0.03080983790264749
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN15	-0.0769628806587861	-0.07711538069968567
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN16	6.360604429406566e-05	6.360604437984327e-05
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN17	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN18	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN19	0.0026665583477159622	0.002666564667960344
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN2	-0.02869383363345776	-0.02870171241553894
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN20	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN22	NA	NA
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN23	0.019037287952070783	0.019039588273017344
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN3	0.16429005604446473	0.16579259520018727
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN4	0.20519426484434466	0.20814916103508252
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN5	-0.004279965344984335	-0.004279991478887417
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN6	-0.017749580115709467	-0.017751444455640645
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN7	0.23315849002146943	0.23752694566261268
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN8	-0.0715015361698512	-0.07162376112409585
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CLDN9	0.025035358148587955	0.02504059057989079
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	CRB3	0.1361221337471379	0.13697235264753493
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	F11R	0.07595067298688082	0.07609722114589196
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PALS1	0.013646697917640288	0.013647545164584766
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PARD3	-0.02834562192844506	-0.028353217249782396
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PARD6A	-0.03329345439955718	-0.03330576400945322
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PARD6B	0.08318838832034778	0.0833810854913765
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PARD6G	-0.05267581542197755	-0.052724617286213665
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PATJ	-0.05945198907314499	-0.05952218312030796
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	fixed_background	common	1519	4	PRKCI	0.06780700863236244	0.06791121706579092
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN1	0.11884558936285664	0.11940991545037505
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN10	-0.0027499272790542303	-0.002749934210827411
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN11	-0.020490197732428578	-0.020493066045916816
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN12	0.07434640591146839	0.0744838424784341
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN14	-0.0040836758145961155	-0.004083698515171479
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN15	0.012287030060506488	0.012287648445368627
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN16	-0.01637507172997526	-0.016376535585641307
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN17	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN18	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN19	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN2	-0.027152068661584264	-0.027158744098249997
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN20	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN22	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN23	-0.027725362799425397	-0.027732470200550648
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN3	-0.14180561200528868	-0.1427677626537425
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN4	-0.059597458076050644	-0.05966816938093008
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN5	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN6	-0.009174318118964023	-0.00917457552697803
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN7	0.06268624005330832	0.06276854407053667
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN8	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CLDN9	0.01953334674078802	0.019535831636477086
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	CRB3	0.07909961617609951	0.07926520708066098
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	F11R	0.22744420496810083	0.23149258584613264
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PALS1	0.002783874796416569	0.0027838819880884116
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PARD3	0.04071390175910316	0.040736420243285824
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PARD6A	-0.03996533526834414	-0.039986633600863686
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PARD6B	0.11144331382992616	0.11190814349360041
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PARD6G	-0.03657785901310301	-0.03659418511186863
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PATJ	0.0040321434424982	0.004032165294483651
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	fixed_background	common	2830	1	PRKCI	0.06836918623181876	0.06847601306846174
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN1	0.05777992542500586	0.057844354340670916
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN10	-0.07758664761895906	-0.0777428948116679
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN11	0.007593776574304025	0.007593922545517096
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN12	0.06922324388520484	0.06933413218344103
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN14	-0.00464190600397696	-0.004641939344575029
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN15	-0.04254457345196025	-0.04257027050229575
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN16	-0.012239971860685584	-0.012240583167229206
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN17	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN18	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN19	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN2	-0.05668424669419227	-0.056745074795452675
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN20	0.013910400531047768	0.01391129785255258
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN22	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN23	0.08632753237591936	0.08654294675112359
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN3	0.19929808822072229	0.20200150272323641
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN4	0.18085481206981727	0.18286626471143763
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN5	-0.013529394605159395	-0.013530220189672358
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN6	0.008726456302382895	0.008726677822077498
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN7	0.1528388181560718	0.15404587158311794
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN8	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CLDN9	0.0057272167696413735	0.005727279390375647
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	CRB3	0.12642376730056387	0.12710384347550985
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	F11R	0.23077107251145973	0.23500375996397044
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PALS1	0.039748007187709884	0.03976895973262058
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PARD3	0.10818475127901936	0.10860980278953766
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PARD6A	-0.024555957496017734	-0.024560894989438798
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PARD6B	0.17361683801600442	0.17539351579471885
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PARD6G	-0.02451659705220493	-0.024521510835221756
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PATJ	0.09989485761113073	0.10022914442540119
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	fixed_background	common	2225	1	PRKCI	0.08817387708616989	0.08840345547386153
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN1	0.0035286393363854066	0.0035286539818719285
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN10	-0.04745691711135092	-0.04749259217202393
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN11	-0.0228559226699544	-0.02285990384407441
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN12	0.022561344321533845	0.022565173506377757
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN14	0.003763712551275402	0.00376373032309019
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN15	-0.011510073725487235	-0.011510582057645592
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN16	-0.061308069660547485	-0.061385055814643014
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN17	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN18	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN19	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN2	0.023456753075320875	0.023461056615288783
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN20	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN22	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN23	0.1142133470269853	0.114713896463919
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN3	0.1639789802052904	0.165472906910866
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN4	0.18861624208754038	0.19090197725930802
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN5	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN6	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN7	0.16742033079024377	0.16901141601830327
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN8	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CLDN9	0.03194629074817571	0.031957165168438655
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	CRB3	0.05465436127845501	0.05470887835368295
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	F11R	0.10095766383997931	0.10130277882817026
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PALS1	0.03320625609808987	0.03321846919890166
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PARD3	0.03487216412743216	0.03488631008933381
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PARD6A	-0.03550857600428244	-0.03552351107337499
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PARD6B	0.04283863553795939	0.04286486951867416
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PARD6G	-0.032145909158962045	-0.03215698878926267
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PATJ	0.07897285446181379	0.07913764854290288
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	fixed_background	common	2377	1	PRKCI	0.006478764443311517	0.006478855092986879
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN1	0.055554999311509215	0.05561225958896535
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN10	-0.019525355647969592	-0.019527837494728462
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN11	-0.032492886333726566	-0.03250432877924518
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN12	0.02565400874456282	0.02565963884315643
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN14	-0.0015709152777794832	-0.0015709165700031136
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN15	-0.0340831409772229	-0.034096347863113226
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN16	0.020982826615541	0.02098590686201187
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN17	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN18	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN19	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN2	-0.03253570587476558	-0.03254719363613665
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN20	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN22	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN23	0.05370674667246333	0.053758473732146594
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN3	0.07578773391917022	0.07593333874843729
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN4	0.20109671895820674	0.20387523121520776
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN5	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN6	0.007600641203279643	0.007600787570725402
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN7	0.1263674922016158	0.1270466547375478
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN8	NA	NA
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CLDN9	0.0020947750444147437	0.0020947781084380396
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	fixed_background	common	3307	1	CRB3	0.024003345862890352	0.024007957384667395
