component	gene	role	source_gene	measured
iCMS3	SMCO4	target	SMCO4	True
iCMS3	SMIM14	target	SMIM14	True
iCMS3	SMIM31	target	SMIM31	True
iCMS3	SMPDL3A	target	SMPDL3A	True
iCMS3	SOCS6	target	SOCS6	True
iCMS3	SPDEF	target	SPDEF	True
iCMS3	SPINK4	target	SPINK4	True
iCMS3	SPON1	target	SPON1	True
iCMS3	SPRED1	target	SPRED1	True
iCMS3	ST3GAL4	target	ST3GAL4	True
iCMS3	ST6GALNAC1	target	ST6GALNAC1	True
iCMS3	STIM2	target	STIM2	True
iCMS3	STXBP5	target	STXBP5	True
iCMS3	STXBP6	target	STXBP6	True
iCMS3	SYT13	target	SYT13	True
iCMS3	SYTL1	target	SYTL1	True
iCMS3	TC2N	target	TC2N	True
iCMS3	TCEA3	target	TCEA3	True
iCMS3	TCIRG1	target	TCIRG1	True
iCMS3	TFF1	target	TFF1	True
iCMS3	TFF2	target	TFF2	True
iCMS3	TFF3	target	TFF3	True
iCMS3	TLN2	target	TLN2	True
iCMS3	TM4SF4	target	TM4SF4	True
iCMS3	TMED10	target	TMED10	True
iCMS3	TMED7	target	TMED7	True
iCMS3	TMEM173	target	TMEM173	True
iCMS3	TMEM263	target	TMEM263	True
iCMS3	TMEM30B	target	TMEM30B	True
iCMS3	TMEM92	target	TMEM92	True
iCMS3	TNFRSF10B	target	TNFRSF10B	True
iCMS3	TNFRSF11A	target	TNFRSF11A	True
iCMS3	TNIK	target	TNIK	True
iCMS3	TOR4A	target	TOR4A	True
iCMS3	TP53I3	target	TP53I3	True
iCMS3	TPGS1	target	TPGS1	True
iCMS3	TPSG1	target	TPSG1	True
iCMS3	TRIM29	target	TRIM29	True
iCMS3	TRIP11	target	TRIP11	True
iCMS3	TSPAN1	target	TSPAN1	True
iCMS3	TSPAN13	target	TSPAN13	True
iCMS3	TSTA3	target	TSTA3	True
iCMS3	TUBB2A	target	TUBB2A	True
iCMS3	TVP23B	target	TVP23B	True
iCMS3	TYMP	target	TYMP	True
iCMS3	TYMS	target	TYMS	True
iCMS3	UGDH	target	UGDH	True
iCMS3	UGT2B17	target	UGT2B17	True
iCMS3	UGT8	target	UGT8	True
iCMS3	UNC13B	target	UNC13B	True
iCMS3	VAMP2	target	VAMP2	True
iCMS3	VAPA	target	VAPA	True
iCMS3	VILL	target	VILL	True
iCMS3	VSIG2	target	VSIG2	True
iCMS3	WARS	target	WARS	True
iCMS3	ZNF24	target	ZNF24	True
iCMS3	AC007610.2	control	AC007610.2	True
iCMS3	AC104435.2	control	AC104435.2	True
iCMS3	AC034213.1	control	AC034213.1	True
iCMS3	AC010894.2	control	AC010894.2	True
iCMS3	CYP26A1	control	CYP26A1	True
iCMS3	AC093849.3	control	AC093849.3	True
iCMS3	AC011303.1	control	AC011303.1	True
iCMS3	AC084809.2	control	AC084809.2	True
iCMS3	AC127537.1	control	AC127537.1	True
iCMS3	LINC01392	control	LINC01392	True
iCMS3	AC067930.2	control	AC067930.2	True
iCMS3	RASL10B	control	RASL10B	True
iCMS3	RFPL2	control	RFPL2	True
iCMS3	AC005224.2	control	AC005224.2	True
iCMS3	AP001020.3	control	AP001020.3	True
iCMS3	LINC01465	control	LINC01465	True
iCMS3	VWC2L	control	VWC2L	True
iCMS3	AL353804.1	control	AL353804.1	True
iCMS3	AC108063.1	control	AC108063.1	True
iCMS3	AL592114.3	control	AL592114.3	True
iCMS3	AC026367.2	control	AC026367.2	True
iCMS3	AC026689.1	control	AC026689.1	True
iCMS3	LINC01752	control	LINC01752	True
iCMS3	AC011468.5	control	AC011468.5	True
iCMS3	AL365214.2	control	AL365214.2	True
iCMS3	ADGRG3	control	ADGRG3	True
iCMS3	NEXMIF	control	NEXMIF	True
iCMS3	AC092422.1	control	AC092422.1	True
iCMS3	SCARF2	control	SCARF2	True
iCMS3	PCDHGB2	control	PCDHGB2	True
iCMS3	CYP4F26P	control	CYP4F26P	True
iCMS3	CU633906.2	control	CU633906.2	True
iCMS3	PABPC3	control	PABPC3	True
iCMS3	AL121759.1	control	AL121759.1	True
iCMS3	AL391988.1	control	AL391988.1	True
iCMS3	AC048344.4	control	AC048344.4	True
iCMS3	LINC02166	control	LINC02166	True
iCMS3	AP001453.2	control	AP001453.2	True
iCMS3	AC009171.2	control	AC009171.2	True
iCMS3	AC093512.1	control	AC093512.1	True
iCMS3	LY86	control	LY86	True
iCMS3	AL121790.2	control	AL121790.2	True
iCMS3	AC108749.1	control	AC108749.1	True
iCMS3	ANKRD20A4	control	ANKRD20A4	True
iCMS3	ALX4	control	ALX4	True
iCMS3	MIR3659HG	control	MIR3659HG	True
iCMS3	AC015631.1	control	AC015631.1	True
iCMS3	AC104655.1	control	AC104655.1	True
iCMS3	CSPG5	control	CSPG5	True
iCMS3	AL158071.5	control	AL158071.5	True
iCMS3	TMPRSS11D	control	TMPRSS11D	True
iCMS3	ZBED6	control	ZBED6	True
iCMS3	TNFRSF13C	control	TNFRSF13C	True
iCMS3	APOB	control	APOB	True
iCMS3	PLIN1	control	PLIN1	True
iCMS3	AL034422.1	control	AL034422.1	True
iCMS3	MLLT11	control	MLLT11	True
iCMS3	ABCB5	control	ABCB5	True
iCMS3	LINC01503	control	LINC01503	True
iCMS3	CCDC38	control	CCDC38	True
iCMS3	PPP2R2C	control	PPP2R2C	True
iCMS3	TENM4	control	TENM4	True
iCMS3	AC010595.1	control	AC010595.1	True
iCMS3	PRICKLE4	control	PRICKLE4	True
iCMS3	SV2A	control	SV2A	True
iCMS3	IMPG2	control	IMPG2	True
iCMS3	SYT12	control	SYT12	True
iCMS3	A4GALT	control	A4GALT	True
iCMS3	AC024575.1	control	AC024575.1	True
iCMS3	MAJIN	control	MAJIN	True
iCMS3	KIAA1614	control	KIAA1614	True
iCMS3	C16ORF71	control	C16orf71	True
iCMS3	AC010761.2	control	AC010761.2	True
iCMS3	AC011462.5	control	AC011462.5	True
iCMS3	AC011443.1	control	AC011443.1	True
iCMS3	AC116428.1	control	AC116428.1	True
iCMS3	PLA1A	control	PLA1A	True
iCMS3	PPY	control	PPY	True
iCMS3	SERPINA6	control	SERPINA6	True
iCMS3	AC026356.1	control	AC026356.1	True
iCMS3	LINC01645	control	LINC01645	True
iCMS3	C1ORF74	control	C1orf74	True
iCMS3	AC009884.1	control	AC009884.1	True
iCMS3	LINC01943	control	LINC01943	True
iCMS3	AC007494.2	control	AC007494.2	True
iCMS3	AL049869.2	control	AL049869.2	True
iCMS3	AJ011931.2	control	AJ011931.2	True
iCMS3	LINC00896	control	LINC00896	True
iCMS3	AL049840.3	control	AL049840.3	True
iCMS3	SCN11A	control	SCN11A	True
iCMS3	FYB2	control	FYB2	True
iCMS3	TMEM211	control	TMEM211	True
iCMS3	AL023584.2	control	AL023584.2	True
iCMS3	AC100793.3	control	AC100793.3	True
iCMS3	AF241728.2	control	AF241728.2	True
iCMS3	PRAME	control	PRAME	True
iCMS3	AL021578.1	control	AL021578.1	True
iCMS3	TIMD4	control	TIMD4	True
iCMS3	CR1L	control	CR1L	True
iCMS3	AC107980.1	control	AC107980.1	True
iCMS3	CCL24	control	CCL24	True
iCMS3	AC005532.1	control	AC005532.1	True
iCMS3	EVI2A	control	EVI2A	True
iCMS3	AC108863.2	control	AC108863.2	True
iCMS3	AC009996.1	control	AC009996.1	True
iCMS3	PANCR	control	PANCR	True
iCMS3	AL139095.4	control	AL139095.4	True
iCMS3	NPTN-IT1	control	NPTN-IT1	True
iCMS3	AC009137.1	control	AC009137.1	True
iCMS3	LINC01291	control	LINC01291	True
iCMS3	AL592156.2	control	AL592156.2	True
iCMS3	PI15	control	PI15	True
iCMS3	LINC00997	control	LINC00997	True
iCMS3	LINC02097	control	LINC02097	True
iCMS3	LINC02068	control	LINC02068	True
iCMS3	NODAL	control	NODAL	True
iCMS3	C1ORF147	control	C1orf147	True
iCMS3	AC023481.1	control	AC023481.1	True
iCMS3	FZD10	control	FZD10	True
iCMS3	FAM229A	control	FAM229A	True
iCMS3	SLC39A2	control	SLC39A2	True
iCMS3	CYP1B1-AS1	control	CYP1B1-AS1	True
iCMS3	C2CD4B	control	C2CD4B	True
iCMS3	ZNF517	control	ZNF517	True
iCMS3	LINC02328	control	LINC02328	True
iCMS3	NPIPB3	control	NPIPB3	True
iCMS3	C1QA	control	C1QA	True
iCMS3	AP005233.2	control	AP005233.2	True
iCMS3	SLCO6A1	control	SLCO6A1	True
iCMS3	AC007336.1	control	AC007336.1	True
iCMS3	LRRC17	control	LRRC17	True
iCMS3	AL157369.1	control	AL157369.1	True
iCMS3	AC006378.1	control	AC006378.1	True
iCMS3	TNXB	control	TNXB	True
iCMS3	LCA5L	control	LCA5L	True
iCMS3	GLDC	control	GLDC	True
iCMS3	SLC16A14	control	SLC16A14	True
iCMS3	GPC6	control	GPC6	True
iCMS3	HRCT1	control	HRCT1	True
iCMS3	ERCC6L	control	ERCC6L	True
iCMS3	AP006621.4	control	AP006621.4	True
iCMS3	FABP6	control	FABP6	True
iCMS3	IFIT1	control	IFIT1	True
iCMS3	DEC1	control	DEC1	True
iCMS3	ATG4A	control	ATG4A	True
iCMS3	MAP7D3	control	MAP7D3	True
iCMS3	DBNDD1	control	DBNDD1	True
iCMS3	BCO2	control	BCO2	True
iCMS3	AC110772.2	control	AC110772.2	True
iCMS3	ZFP1	control	ZFP1	True
iCMS3	MYH11	control	MYH11	True
iCMS3	AC100763.1	control	AC100763.1	True
iCMS3	TMPRSS3	control	TMPRSS3	True
iCMS3	CTXND1	control	CTXND1	True
iCMS3	MFAP3L	control	MFAP3L	True
iCMS3	BLACAT1	control	BLACAT1	True
iCMS3	CHRNA7	control	CHRNA7	True
iCMS3	SPATA12	control	SPATA12	True
iCMS3	CITED4	control	CITED4	True
iCMS3	CYTIP	control	CYTIP	True
iCMS3	ALDH1L2	control	ALDH1L2	True
iCMS3	AC098588.3	control	AC098588.3	True
iCMS3	ARHGAP25	control	ARHGAP25	True
iCMS3	SPDYE5	control	SPDYE5	True
iCMS3	DNAH11	control	DNAH11	True
iCMS3	TBCC	control	TBCC	True
iCMS3	AC108134.3	control	AC108134.3	True
iCMS3	C17ORF75	control	C17orf75	True
iCMS3	AC009505.1	control	AC009505.1	True
iCMS3	POU2F2	control	POU2F2	True
iCMS3	SNX15	control	SNX15	True
iCMS3	C7ORF26	control	C7orf26	True
iCMS3	NFKB2	control	NFKB2	True
iCMS3	ZBTB33	control	ZBTB33	True
iCMS3	POLR3D	control	POLR3D	True
iCMS3	ETV1	control	ETV1	True
iCMS3	PAIP2B	control	PAIP2B	True
iCMS3	PDZD11	control	PDZD11	True
iCMS3	ARMC6	control	ARMC6	True
iCMS3	HIST1H4E	control	HIST1H4E	True
iCMS3	NUDT15	control	NUDT15	True
iCMS3	PRKCA-AS1	control	PRKCA-AS1	True
iCMS3	CDKN2B-AS1	control	CDKN2B-AS1	True
iCMS3	ZNF428	control	ZNF428	True
iCMS3	C1ORF109	control	C1orf109	True
iCMS3	AP000331.1	control	AP000331.1	True
iCMS3	ATP13A2	control	ATP13A2	True
iCMS3	AC025171.1	control	AC025171.1	True
iCMS3	NUDT12	control	NUDT12	True
iCMS3	MAST3	control	MAST3	True
iCMS3	AC104389.5	control	AC104389.5	True
iCMS3	STEAP1	control	STEAP1	True
iCMS3	G6PC3	control	G6PC3	True
iCMS3	HS6ST1	control	HS6ST1	True
iCMS3	CHAMP1	control	CHAMP1	True
iCMS3	TSPAN17	control	TSPAN17	True
iCMS3	AC005726.1	control	AC005726.1	True
iCMS3	ZFHX2-AS1	control	ZFHX2-AS1	True
iCMS3	ZNF484	control	ZNF484	True
iCMS3	UHRF1	control	UHRF1	True
iCMS3	POLDIP2	control	POLDIP2	True
iCMS3	WDR19	control	WDR19	True
iCMS3	ZDHHC8	control	ZDHHC8	True
iCMS3	PIN1	control	PIN1	True
iCMS3	STOX1	control	STOX1	True
iCMS3	SLC9A3-AS1	control	SLC9A3-AS1	True
iCMS3	MRPL23	control	MRPL23	True
iCMS3	KRI1	control	KRI1	True
iCMS3	MRPL24	control	MRPL24	True
iCMS3	CCNDBP1	control	CCNDBP1	True
iCMS3	DPM2	control	DPM2	True
iCMS3	AL096854.1	control	AL096854.1	True
iCMS3	FAM98A	control	FAM98A	True
iCMS3	MCRS1	control	MCRS1	True
iCMS3	ALDH5A1	control	ALDH5A1	True
iCMS3	AC017074.1	control	AC017074.1	True
iCMS3	AC092910.3	control	AC092910.3	True
iCMS3	FAM32A	control	FAM32A	True
iCMS3	HEBP1	control	HEBP1	True
iCMS3	TP53I13	control	TP53I13	True
iCMS3	ZNF701	control	ZNF701	True
iCMS3	FZD3	control	FZD3	True
iCMS3	PDE10A	control	PDE10A	True
iCMS3	AL357873.1	control	AL357873.1	True
iCMS3	RAP2A	control	RAP2A	True
iCMS3	DLAT	control	DLAT	True
iCMS3	ERV3-1	control	ERV3-1	True
iCMS3	PAXIP1-AS1	control	PAXIP1-AS1	True
iCMS3	FAM111A	control	FAM111A	True
iCMS3	NAT9	control	NAT9	True
iCMS3	SMIM12	control	SMIM12	True
iCMS3	PPIE	control	PPIE	True
iCMS3	CCDC126	control	CCDC126	True
iCMS3	RHOQ	control	RHOQ	True
iCMS3	AC009226.1	control	AC009226.1	True
iCMS3	FANCM	control	FANCM	True
iCMS3	AC009554.1	control	AC009554.1	True
iCMS3	C1D	control	C1D	True
iCMS3	PCED1A	control	PCED1A	True
iCMS3	CAPG	control	CAPG	True
iCMS3	ALDH1A1	control	ALDH1A1	True
iCMS3	FBXO33	control	FBXO33	True
iCMS3	COQ4	control	COQ4	True
iCMS3	DDX55	control	DDX55	True
iCMS3	UBE2J1	control	UBE2J1	True
iCMS3	UFC1	control	UFC1	True
iCMS3	EIF3I	control	EIF3I	True
iCMS3	UTP18	control	UTP18	True
iCMS3	MCM8	control	MCM8	True
iCMS3	TRAF3IP1	control	TRAF3IP1	True
iCMS3	P3H2	control	P3H2	True
iCMS3	STK10	control	STK10	True
iCMS3	CEP44	control	CEP44	True
iCMS3	HOXA9	control	HOXA9	True
iCMS3	MTMR10	control	MTMR10	True
iCMS3	FHOD3	control	FHOD3	True
iCMS3	FAM118B	control	FAM118B	True
iCMS3	AL157786.1	control	AL157786.1	True
iCMS3	CDK11B	control	CDK11B	True
iCMS3	DPP9	control	DPP9	True
iCMS3	C5ORF66	control	C5orf66	True
iCMS3	HAUS6	control	HAUS6	True
iCMS3	FGFR2	control	FGFR2	True
iCMS3	HIF1A-AS3	control	HIF1A-AS3	True
iCMS3	LACTB2	control	LACTB2	True
iCMS3	RLIM	control	RLIM	True
iCMS3	DENND3	control	DENND3	True
iCMS3	NLN	control	NLN	True
iCMS3	ZNF100	control	ZNF100	True
iCMS3	HIVEP3	control	HIVEP3	True
iCMS3	ATG12	control	ATG12	True
iCMS3	RFX3-AS1	control	RFX3-AS1	True
iCMS3	HIP1R	control	HIP1R	True
iCMS3	PER2	control	PER2	True
iCMS3	DANCR	control	DANCR	True
iCMS3	CARS	control	CARS	True
iCMS3	OTULIN	control	OTULIN	True
iCMS3	SMIM7	control	SMIM7	True
iCMS3	SLC39A14	control	SLC39A14	True
iCMS3	PRMT2	control	PRMT2	True
iCMS3	RAB40C	control	RAB40C	True
iCMS3	FAM118A	control	FAM118A	True
iCMS3	DENND11	control	DENND11	True
iCMS3	JUNB	control	JUNB	True
iCMS3	CIAO1	control	CIAO1	True
iCMS3	PIP4K2A	control	PIP4K2A	True
iCMS3	IMPDH2	control	IMPDH2	True
iCMS3	AGO4	control	AGO4	True
iCMS3	SYAP1	control	SYAP1	True
iCMS3	DEPTOR	control	DEPTOR	True
iCMS3	SLC35B3	control	SLC35B3	True
iCMS3	RBM41	control	RBM41	True
iCMS3	KLHL28	control	KLHL28	True
iCMS3	PDSS1	control	PDSS1	True
iCMS3	AC060765.2	control	AC060765.2	True
iCMS3	HNF4A-AS1	control	HNF4A-AS1	True
iCMS3	SMIM22	control	SMIM22	True
iCMS3	LRP1	control	LRP1	True
iCMS3	SDHA	control	SDHA	True
iCMS3	PPM1L	control	PPM1L	True
iCMS3	CARNMT1	control	CARNMT1	True
iCMS3	AP1G1	control	AP1G1	True
iCMS3	NOS1AP	control	NOS1AP	True
iCMS3	CPT1A	control	CPT1A	True
iCMS3	RNF169	control	RNF169	True
iCMS3	COX6B1	control	COX6B1	True
iCMS3	NR2C2	control	NR2C2	True
iCMS3	BRI3	control	BRI3	True
iCMS3	NOP53	control	NOP53	True
iCMS3	SLC44A5	control	SLC44A5	True
iCMS3	DSC2	control	DSC2	True
iCMS3	LRMDA	control	LRMDA	True
iCMS3	CSNK1G3	control	CSNK1G3	True
iCMS3	B3GALNT2	control	B3GALNT2	True
iCMS3	SSBP3	control	SSBP3	True
iCMS3	TIAM2	control	TIAM2	True
iCMS3	MFSD6	control	MFSD6	True
iCMS3	SLC45A4	control	SLC45A4	True
iCMS3	TMEM178B	control	TMEM178B	True
iCMS3	OCIAD2	control	OCIAD2	True
iCMS3	RBM6	control	RBM6	True
iCMS3	WDR70	control	WDR70	True
iCMS3	OGT	control	OGT	True
iCMS3	TRAPPC9	control	TRAPPC9	True
iCMS3	ERBB3	control	ERBB3	True
iCMS3	STARD13	control	STARD13	True
iCMS3	KAT6A	control	KAT6A	True
iCMS3	FAM135A	control	FAM135A	True
iCMS3	FOCAD	control	FOCAD	True
iCMS3	GIGYF2	control	GIGYF2	True
iCMS3	ZBTB20	control	ZBTB20	True
iCMS3	SF3B1	control	SF3B1	True
iCMS3	HERC4	control	HERC4	True
iCMS3	ANKHD1	control	ANKHD1	True
iCMS3	TNRC18	control	TNRC18	True
iCMS3	TMCC1	control	TMCC1	True
iCMS3	PTGES3	control	PTGES3	True
iCMS3	SLCO3A1	control	SLCO3A1	True
iCMS3	CDYL	control	CDYL	True
iCMS3	CMSS1	control	CMSS1	True
E2F	AK2	target	AK2	True
E2F	ANP32E	target	ANP32E	True
E2F	ASF1A	target	ASF1A	True
E2F	ASF1B	target	ASF1B	True
E2F	ATAD2	target	ATAD2	True
E2F	AURKA	target	AURKA	True
E2F	AURKB	target	AURKB	True
E2F	BARD1	target	BARD1	True
E2F	BIRC5	target	BIRC5	True
E2F	BRCA1	target	BRCA1	True
E2F	BRCA2	target	BRCA2	True
E2F	BRMS1L	target	BRMS1L	True
E2F	BUB1B	target	BUB1B	True
E2F	CBX5	target	CBX5	True
E2F	CCNB2	target	CCNB2	True
E2F	CCNE1	target	CCNE1	True
E2F	CCP110	target	CCP110	True
E2F	CDC20	target	CDC20	True
E2F	CDC25A	target	CDC25A	True
E2F	CDC25B	target	CDC25B	True
E2F	CDCA3	target	CDCA3	True
E2F	CDCA8	target	CDCA8	True
E2F	CDK1	target	CDK1	True
E2F	CDK4	target	CDK4	True
E2F	CDKN1A	target	CDKN1A	True
E2F	CDKN1B	target	CDKN1B	True
E2F	CDKN2A	target	CDKN2A	True
E2F	CDKN2C	target	CDKN2C	True
E2F	CDKN3	target	CDKN3	True
E2F	CENPE	target	CENPE	True
E2F	CENPM	target	CENPM	True
E2F	CHEK1	target	CHEK1	True
E2F	CHEK2	target	CHEK2	True
E2F	CIT	target	CIT	True
E2F	CKS1B	target	CKS1B	True
E2F	CKS2	target	CKS2	True
E2F	CNOT9	target	CNOT9	True
E2F	CSE1L	target	CSE1L	True
E2F	CTCF	target	CTCF	True
E2F	CTPS1	target	CTPS1	True
E2F	DCK	target	DCK	True
E2F	DCLRE1B	target	DCLRE1B	True
E2F	DCTPP1	target	DCTPP1	True
E2F	DDX39A	target	DDX39A	True
E2F	DEK	target	DEK	True
E2F	DEPDC1	target	DEPDC1	True
E2F	DIAPH3	target	DIAPH3	True
E2F	DLGAP5	target	DLGAP5	True
E2F	DNMT1	target	DNMT1	True
E2F	DONSON	target	DONSON	True
E2F	DSCC1	target	DSCC1	True
E2F	DUT	target	DUT	True
E2F	E2F8	target	E2F8	True
E2F	EED	target	EED	True
E2F	EIF2S1	target	EIF2S1	True
E2F	ESPL1	target	ESPL1	True
E2F	EXOSC8	target	EXOSC8	True
E2F	EZH2	target	EZH2	True
E2F	GINS1	target	GINS1	True
E2F	GINS3	target	GINS3	True
E2F	GINS4	target	GINS4	True
E2F	GSPT1	target	GSPT1	True
E2F	H2AX	target		False
E2F	H2AZ1	target		False
E2F	HELLS	target	HELLS	True
E2F	HMGA1	target	HMGA1	True
E2F	HMGB2	target	HMGB2	True
E2F	HMGB3	target	HMGB3	True
E2F	HMMR	target	HMMR	True
E2F	HNRNPD	target	HNRNPD	True
E2F	HUS1	target	HUS1	True
E2F	ILF3	target	ILF3	True
E2F	ING3	target	ING3	True
E2F	IPO7	target	IPO7	True
E2F	JPT1	target	JPT1	True
E2F	KIF18B	target	KIF18B	True
E2F	KIF22	target	KIF22	True
E2F	KIF2C	target	KIF2C	True
E2F	KIF4A	target	KIF4A	True
E2F	KPNA2	target	KPNA2	True
E2F	LBR	target	LBR	True
E2F	LIG1	target	LIG1	True
E2F	LMNB1	target	LMNB1	True
E2F	LUC7L3	target	LUC7L3	True
E2F	LYAR	target	LYAR	True
E2F	MAD2L1	target	MAD2L1	True
E2F	MCM2	target	MCM2	True
E2F	MCM3	target	MCM3	True
E2F	MCM4	target	MCM4	True
E2F	MCM5	target	MCM5	True
E2F	MCM6	target	MCM6	True
E2F	MCM7	target	MCM7	True
E2F	MELK	target	MELK	True
E2F	MKI67	target	MKI67	True
E2F	MLH1	target	MLH1	True
E2F	MMS22L	target	MMS22L	True
E2F	MRE11	target	MRE11	True
E2F	MSH2	target	MSH2	True
E2F	MTHFD2	target	MTHFD2	True
E2F	MXD3	target	MXD3	True
E2F	MYBL2	target	MYBL2	True
E2F	MYC	target	MYC	True
E2F	NAA38	target	NAA38	True
E2F	NAP1L1	target	NAP1L1	True
E2F	NASP	target	NASP	True
E2F	NBN	target	NBN	True
E2F	NCAPD2	target	NCAPD2	True
E2F	NME1	target	NME1	True
E2F	NOLC1	target	NOLC1	True
E2F	NOP56	target	NOP56	True
E2F	NUDT21	target	NUDT21	True
E2F	NUP107	target	NUP107	True
E2F	NUP153	target	NUP153	True
E2F	NUP205	target	NUP205	True
E2F	ORC2	target	ORC2	True
E2F	ORC6	target	ORC6	True
E2F	PA2G4	target	PA2G4	True
E2F	PAICS	target	PAICS	True
E2F	PAN2	target	PAN2	True
E2F	PCNA	target	PCNA	True
E2F	PDS5B	target	PDS5B	True
E2F	PHF5A	target	PHF5A	True
E2F	PLK1	target	PLK1	True
E2F	PLK4	target	PLK4	True
E2F	PMS2	target	PMS2	True
E2F	PNN	target	PNN	True
E2F	POLA2	target	POLA2	True
E2F	POLD1	target	POLD1	True
E2F	POLD2	target	POLD2	True
E2F	POLD3	target	POLD3	True
E2F	POLE	target	POLE	True
E2F	POLE4	target	POLE4	True
E2F	POP7	target	POP7	True
E2F	PPM1D	target	PPM1D	True
E2F	PPP1R8	target	PPP1R8	True
E2F	PRDX4	target	PRDX4	True
E2F	PRIM2	target	PRIM2	True
E2F	PRKDC	target	PRKDC	True
E2F	PRPS1	target	PRPS1	True
E2F	PSIP1	target	PSIP1	True
E2F	PSMC3IP	target	PSMC3IP	True
E2F	PTTG1	target	PTTG1	True
E2F	RACGAP1	target	RACGAP1	True
E2F	RAD1	target	RAD1	True
E2F	RAD21	target	RAD21	True
E2F	RAD50	target	RAD50	True
E2F	RAD51AP1	target	RAD51AP1	True
E2F	RAD51C	target	RAD51C	True
E2F	RAN	target	RAN	True
E2F	RANBP1	target	RANBP1	True
E2F	RBBP7	target	RBBP7	True
E2F	RFC1	target	RFC1	True
E2F	RFC2	target	RFC2	True
E2F	RFC3	target	RFC3	True
E2F	RNASEH2A	target	RNASEH2A	True
E2F	RPA1	target	RPA1	True
E2F	RPA2	target	RPA2	True
E2F	RPA3	target	RPA3	True
E2F	RRM2	target	RRM2	True
E2F	SHMT1	target	SHMT1	True
E2F	SLBP	target	SLBP	True
E2F	SMC1A	target	SMC1A	True
E2F	SMC3	target	SMC3	True
E2F	SMC4	target	SMC4	True
E2F	SMC6	target	SMC6	True
E2F	SNRPB	target	SNRPB	True
E2F	SPAG5	target	SPAG5	True
E2F	SPC24	target	SPC24	True
E2F	SPC25	target	SPC25	True
E2F	SRSF1	target	SRSF1	True
E2F	SRSF2	target	SRSF2	True
E2F	SSRP1	target	SSRP1	True
E2F	STAG1	target	STAG1	True
E2F	STMN1	target	STMN1	True
E2F	SUV39H1	target	SUV39H1	True
E2F	SYNCRIP	target	SYNCRIP	True
E2F	TACC3	target	TACC3	True
E2F	TBRG4	target	TBRG4	True
E2F	TCF19	target	TCF19	True
E2F	TFRC	target	TFRC	True
E2F	TIMELESS	target	TIMELESS	True
E2F	TIPIN	target	TIPIN	True
E2F	TK1	target	TK1	True
E2F	TMPO	target	TMPO	True
E2F	TOP2A	target	TOP2A	True
E2F	TP53	target	TP53	True
E2F	TRA2B	target	TRA2B	True
E2F	TRIP13	target	TRIP13	True
E2F	TUBB	target	TUBB	True
E2F	TUBG1	target	TUBG1	True
E2F	UBE2S	target	UBE2S	True
E2F	UBE2T	target	UBE2T	True
E2F	UBR7	target	UBR7	True
E2F	UNG	target	UNG	True
E2F	USP1	target	USP1	True
E2F	WDR90	target	WDR90	True
E2F	WEE1	target	WEE1	True
E2F	XPO1	target	XPO1	True
E2F	XRCC6	target	XRCC6	True
E2F	ZW10	target	ZW10	True
E2F	AL031963.1	control	AL031963.1	True
E2F	AP005271.1	control	AP005271.1	True
E2F	AL359546.1	control	AL359546.1	True
E2F	RAPSN	control	RAPSN	True
E2F	AP000763.3	control	AP000763.3	True
E2F	AXL	control	AXL	True
E2F	RGS17	control	RGS17	True
E2F	UNC13C	control	UNC13C	True
E2F	AC087239.1	control	AC087239.1	True
E2F	ADHFE1	control	ADHFE1	True
E2F	AC005052.2	control	AC005052.2	True
E2F	AC008764.6	control	AC008764.6	True
E2F	AL022322.2	control	AL022322.2	True
E2F	Z93943.1	control	Z93943.1	True
E2F	AL162171.3	control	AL162171.3	True
E2F	AC010327.5	control	AC010327.5	True
E2F	TMEM253	control	TMEM253	True
E2F	LINC01841	control	LINC01841	True
E2F	AL121832.3	control	AL121832.3	True
E2F	CSTF3-DT	control	CSTF3-DT	True
E2F	SYCE2	control	SYCE2	True
E2F	BX284668.5	control	BX284668.5	True
E2F	AC016394.2	control	AC016394.2	True
E2F	AC118555.1	control	AC118555.1	True
E2F	AC007848.1	control	AC007848.1	True
E2F	AC145207.5	control	AC145207.5	True
E2F	AC055855.1	control	AC055855.1	True
E2F	FAM234B	control	FAM234B	True
E2F	PTOV1-AS1	control	PTOV1-AS1	True
E2F	IL20RB-AS1	control	IL20RB-AS1	True
E2F	AC025442.2	control	AC025442.2	True
E2F	GPR22	control	GPR22	True
E2F	BCAR4	control	BCAR4	True
E2F	LINC01828	control	LINC01828	True
E2F	AC009264.1	control	AC009264.1	True
E2F	SULT1A2	control	SULT1A2	True
E2F	HTR2C	control	HTR2C	True
E2F	LINC00926	control	LINC00926	True
E2F	AC073957.1	control	AC073957.1	True
E2F	PART1	control	PART1	True
E2F	AL513327.2	control	AL513327.2	True
E2F	AL161457.2	control	AL161457.2	True
E2F	AC007342.4	control	AC007342.4	True
E2F	PAN3-AS1	control	PAN3-AS1	True
E2F	ZBTB39	control	ZBTB39	True
E2F	EDRF1-AS1	control	EDRF1-AS1	True
E2F	MAPK15	control	MAPK15	True
E2F	LINC01579	control	LINC01579	True
E2F	LRP1B	control	LRP1B	True
E2F	MGAM	control	MGAM	True
E2F	AC011298.1	control	AC011298.1	True
E2F	NID1	control	NID1	True
E2F	AC008267.5	control	AC008267.5	True
E2F	DDX28	control	DDX28	True
E2F	MYCL	control	MYCL	True
E2F	ZNF174	control	ZNF174	True
