dataset	component	gene	source_gene	measured_variable
GSE294385	iCMS3	CREB3L1	CREB3L1	True
GSE294385	iCMS3	CRELD2	CRELD2	True
GSE294385	iCMS3	CRIP1	CRIP1	True
GSE294385	iCMS3	CTNNBIP1	CTNNBIP1	True
GSE294385	iCMS3	CTSE	CTSE	True
GSE294385	iCMS3	CXCL3	CXCL3	True
GSE294385	iCMS3	CXXC1	CXXC1	True
GSE294385	iCMS3	CYR61		False
GSE294385	iCMS3	CYSTM1	CYSTM1	True
GSE294385	iCMS3	DEFA6	DEFA6	True
GSE294385	iCMS3	DEGS2	DEGS2	True
GSE294385	iCMS3	DENND2A	DENND2A	True
GSE294385	iCMS3	DEPP1	DEPP1	True
GSE294385	iCMS3	DGLUCY	DGLUCY	True
GSE294385	iCMS3	DHRS1	DHRS1	True
GSE294385	iCMS3	DIP2A	DIP2A	True
GSE294385	iCMS3	DMBT1	DMBT1	True
GSE294385	iCMS3	DNAJC10	DNAJC10	True
GSE294385	iCMS3	DOCK5	DOCK5	True
GSE294385	iCMS3	DPYSL2	DPYSL2	True
GSE294385	iCMS3	DUSP4	DUSP4	True
GSE294385	iCMS3	EDEM3	EDEM3	True
GSE294385	iCMS3	EGLN3	EGLN3	True
GSE294385	iCMS3	ENOSF1	ENOSF1	True
GSE294385	iCMS3	ENTPD8	ENTPD8	True
GSE294385	iCMS3	EPS8L1	EPS8L1	True
GSE294385	iCMS3	ERGIC1	ERGIC1	True
GSE294385	iCMS3	ERN2	ERN2	True
GSE294385	iCMS3	F3	F3	True
GSE294385	iCMS3	FA2H	FA2H	True
GSE294385	iCMS3	FABP2	FABP2	True
GSE294385	iCMS3	FAM107B	FAM107B	True
GSE294385	iCMS3	FAM114A1	FAM114A1	True
GSE294385	iCMS3	FBXW5	FBXW5	True
GSE294385	iCMS3	FCGBP	FCGBP	True
GSE294385	iCMS3	FFAR4	FFAR4	True
GSE294385	iCMS3	FGFBP1	FGFBP1	True
GSE294385	iCMS3	FLII	FLII	True
GSE294385	iCMS3	FOXA1	FOXA1	True
GSE294385	iCMS3	FOXA3	FOXA3	True
GSE294385	iCMS3	FOXP1	FOXP1	True
GSE294385	iCMS3	FRMD4B	FRMD4B	True
GSE294385	iCMS3	FUT8	FUT8	True
GSE294385	iCMS3	GALNT1	GALNT1	True
GSE294385	iCMS3	GALNT12	GALNT12	True
GSE294385	iCMS3	GALNT5	GALNT5	True
GSE294385	iCMS3	GALNT7	GALNT7	True
GSE294385	iCMS3	GBA2		False
GSE294385	iCMS3	GBP3		False
GSE294385	iCMS3	GCNT3	GCNT3	True
GSE294385	iCMS3	GNAQ	GNAQ	True
GSE294385	iCMS3	GOLM1	GOLM1	True
GSE294385	iCMS3	GPRIN3	GPRIN3	True
GSE294385	iCMS3	GPT	GPT	True
GSE294385	iCMS3	GSDMB	GSDMB	True
GSE294385	iCMS3	GSKIP	GSKIP	True
GSE294385	iCMS3	GSN	GSN	True
GSE294385	iCMS3	GSR	GSR	True
GSE294385	iCMS3	GSTZ1	GSTZ1	True
GSE294385	iCMS3	HEPACAM2	HEPACAM2	True
GSE294385	iCMS3	HES4	HES4	True
GSE294385	iCMS3	HID1	HID1	True
GSE294385	iCMS3	HIF1A	HIF1A	True
GSE294385	iCMS3	HIPK1	HIPK1	True
GSE294385	iCMS3	HIPK2	HIPK2	True
GSE294385	iCMS3	HSD17B2	HSD17B2	True
GSE294385	iCMS3	IER3IP1		False
GSE294385	iCMS3	IFI16	IFI16	True
GSE294385	iCMS3	IFI27L1	IFI27L1	True
GSE294385	iCMS3	IFI6	IFI6	True
GSE294385	iCMS3	IGFBP2	IGFBP2	True
GSE294385	iCMS3	IL18	IL18	True
GSE294385	iCMS3	IL1R2	IL1R2	True
GSE294385	iCMS3	IMPA2	IMPA2	True
GSE294385	iCMS3	IMPACT	IMPACT	True
GSE294385	iCMS3	IQGAP2	IQGAP2	True
GSE294385	iCMS3	ITLN1	ITLN1	True
GSE294385	iCMS3	KCNK1	KCNK1	True
GSE294385	iCMS3	KCTD12	KCTD12	True
GSE294385	iCMS3	KDELR3	KDELR3	True
GSE294385	iCMS3	KIAA1324	KIAA1324	True
GSE294385	iCMS3	KIAA1468		False
GSE294385	iCMS3	KIAA1522	KIAA1522	True
GSE294385	iCMS3	KLF2		False
GSE294385	iCMS3	KLF9	KLF9	True
GSE294385	iCMS3	KLK1	KLK1	True
GSE294385	iCMS3	KLK11	KLK11	True
GSE294385	iCMS3	KRT7	KRT7	True
GSE294385	iCMS3	L1TD1	L1TD1	True
GSE294385	iCMS3	LAMA3	LAMA3	True
GSE294385	iCMS3	LCN15	LCN15	True
GSE294385	iCMS3	LGALS2	LGALS2	True
GSE294385	iCMS3	LGR4	LGR4	True
GSE294385	iCMS3	LIMA1	LIMA1	True
GSE294385	iCMS3	LINC00467		False
GSE294385	iCMS3	LIPG	LIPG	True
GSE294385	iCMS3	LMAN1	LMAN1	True
GSE294385	iCMS3	LMF2	LMF2	True
GSE294385	iCMS3	LMNA	LMNA	True
GSE294385	iCMS3	LMO4	LMO4	True
GSE294385	iCMS3	LPCAT4	LPCAT4	True
GSE294385	iCMS3	LPIN1	LPIN1	True
GSE294385	iCMS3	LRP10	LRP10	True
GSE294385	iCMS3	LRRC26	LRRC26	True
GSE294385	iCMS3	LXN	LXN	True
GSE294385	iCMS3	LYZ	LYZ	True
GSE294385	iCMS3	MAPRE2	MAPRE2	True
GSE294385	iCMS3	MATN2	MATN2	True
GSE294385	iCMS3	MBP	MBP	True
GSE294385	iCMS3	MCU	MCU	True
GSE294385	iCMS3	ME1	ME1	True
GSE294385	iCMS3	MFHAS1	MFHAS1	True
GSE294385	iCMS3	MIA2	MIA2	True
GSE294385	iCMS3	MIA3	MIA3	True
GSE294385	iCMS3	MLPH	MLPH	True
GSE294385	iCMS3	MMP28	MMP28	True
GSE294385	iCMS3	MMP7	MMP7	True
GSE294385	iCMS3	MPDU1	MPDU1	True
GSE294385	iCMS3	MPPE1	MPPE1	True
GSE294385	iCMS3	MS4A12	MS4A12	True
GSE294385	iCMS3	MUC1	MUC1	True
GSE294385	iCMS3	MUC17	MUC17	True
GSE294385	iCMS3	MUC2	MUC2	True
GSE294385	iCMS3	MUC4	MUC4	True
GSE294385	iCMS3	MUC5AC	MUC5AC	True
GSE294385	iCMS3	MUC5B	MUC5B	True
GSE294385	iCMS3	MYO5C	MYO5C	True
GSE294385	iCMS3	MYOF	MYOF	True
GSE294385	iCMS3	NAA38	NAA38	True
GSE294385	iCMS3	NBL1	NBL1	True
GSE294385	iCMS3	NDRG2	NDRG2	True
GSE294385	iCMS3	NDUFA4L2	NDUFA4L2	True
GSE294385	iCMS3	NDUFV2	NDUFV2	True
GSE294385	iCMS3	NEO1	NEO1	True
GSE294385	iCMS3	NFIC	NFIC	True
GSE294385	iCMS3	NPDC1	NPDC1	True
GSE294385	iCMS3	NPTN	NPTN	True
GSE294385	iCMS3	NR3C2	NR3C2	True
GSE294385	iCMS3	NR4A2	NR4A2	True
GSE294385	iCMS3	NUCB2	NUCB2	True
GSE294385	iCMS3	NUDT8	NUDT8	True
GSE294385	iCMS3	NUMB	NUMB	True
GSE294385	iCMS3	P2RX4	P2RX4	True
GSE294385	iCMS3	PADI2	PADI2	True
GSE294385	iCMS3	PALLD	PALLD	True
GSE294385	iCMS3	PAPSS2	PAPSS2	True
GSE294385	iCMS3	PCM1	PCM1	True
GSE294385	iCMS3	PDE4DIP		False
GSE294385	iCMS3	PDLIM5	PDLIM5	True
GSE294385	iCMS3	PFKP	PFKP	True
GSE294385	iCMS3	PIAS2	PIAS2	True
GSE294385	iCMS3	PIGR	PIGR	True
GSE294385	iCMS3	PLA2G10	PLA2G10	True
GSE294385	iCMS3	PLA2G2A	PLA2G2A	True
GSE294385	iCMS3	PLAC8		False
GSE294385	iCMS3	PLLP	PLLP	True
GSE294385	iCMS3	PMP22	PMP22	True
GSE294385	iCMS3	POLD3	POLD3	True
GSE294385	iCMS3	PPP1R12B	PPP1R12B	True
GSE294385	iCMS3	PPP2CB	PPP2CB	True
GSE294385	iCMS3	PPP3CA	PPP3CA	True
GSE294385	iCMS3	PPP4R1	PPP4R1	True
GSE294385	iCMS3	PPP6R1	PPP6R1	True
GSE294385	iCMS3	PQLC1		False
GSE294385	iCMS3	PRSS2		False
GSE294385	iCMS3	PTAR1	PTAR1	True
GSE294385	iCMS3	PTGFRN	PTGFRN	True
GSE294385	iCMS3	PTPN18	PTPN18	True
GSE294385	iCMS3	PTPRF	PTPRF	True
GSE294385	iCMS3	PTPRH	PTPRH	True
GSE294385	iCMS3	PYY	PYY	True
GSE294385	iCMS3	QSOX1	QSOX1	True
GSE294385	iCMS3	RAMP1	RAMP1	True
GSE294385	iCMS3	RAP1GAP	RAP1GAP	True
GSE294385	iCMS3	RARRES1	RARRES1	True
GSE294385	iCMS3	RARRES3		False
GSE294385	iCMS3	RASD1	RASD1	True
GSE294385	iCMS3	RASSF6	RASSF6	True
GSE294385	iCMS3	RCOR1	RCOR1	True
GSE294385	iCMS3	REG1A	REG1A	True
GSE294385	iCMS3	REG1B	REG1B	True
GSE294385	iCMS3	REG3A		False
GSE294385	iCMS3	REG4	REG4	True
GSE294385	iCMS3	REP15	REP15	True
GSE294385	iCMS3	RETNLB	RETNLB	True
GSE294385	iCMS3	RGS10		False
GSE294385	iCMS3	RGS2	RGS2	True
GSE294385	iCMS3	RHBDL2	RHBDL2	True
GSE294385	iCMS3	RHOBTB3	RHOBTB3	True
GSE294385	iCMS3	RIOK3	RIOK3	True
GSE294385	iCMS3	RNASE1	RNASE1	True
GSE294385	iCMS3	RNF11	RNF11	True
GSE294385	iCMS3	RNF138	RNF138	True
GSE294385	iCMS3	RNF19B	RNF19B	True
GSE294385	iCMS3	S100A13	S100A13	True
GSE294385	iCMS3	S100A14	S100A14	True
GSE294385	iCMS3	S100P	S100P	True
GSE294385	iCMS3	SAMD5	SAMD5	True
GSE294385	iCMS3	SCNN1A	SCNN1A	True
GSE294385	iCMS3	SCP2	SCP2	True
GSE294385	iCMS3	SDR16C5	SDR16C5	True
GSE294385	iCMS3	SEC24D	SEC24D	True
GSE294385	iCMS3	SERPINA1	SERPINA1	True
GSE294385	iCMS3	SERPINB5	SERPINB5	True
GSE294385	iCMS3	SEZ6L2	SEZ6L2	True
GSE294385	iCMS3	SGMS2	SGMS2	True
GSE294385	iCMS3	SH3BGRL3	SH3BGRL3	True
GSE294385	iCMS3	SHROOM3	SHROOM3	True
GSE294385	iCMS3	SIPA1L2		False
GSE294385	iCMS3	SLC22A23	SLC22A23	True
GSE294385	iCMS3	SLC25A37	SLC25A37	True
GSE294385	iCMS3	SLC28A2	SLC28A2	True
GSE294385	iCMS3	SLC35A1	SLC35A1	True
GSE294385	iCMS3	SLC37A1	SLC37A1	True
GSE294385	iCMS3	SLC4A4	SLC4A4	True
GSE294385	iCMS3	SLC6A14	SLC6A14	True
GSE294385	iCMS3	SLC9A1	SLC9A1	True
GSE294385	iCMS3	SLC9A2	SLC9A2	True
GSE294385	iCMS3	SMAD2	SMAD2	True
GSE294385	iCMS3	SMAD4	SMAD4	True
GSE294385	iCMS3	SMCHD1	SMCHD1	True
GSE294385	iCMS3	SMCO4	SMCO4	True
GSE294385	iCMS3	SMIM14	SMIM14	True
GSE294385	iCMS3	SMIM31	SMIM31	True
GSE294385	iCMS3	SMPDL3A	SMPDL3A	True
GSE294385	iCMS3	SOCS6	SOCS6	True
GSE294385	iCMS3	SPDEF	SPDEF	True
GSE294385	iCMS3	SPINK4	SPINK4	True
GSE294385	iCMS3	SPON1	SPON1	True
GSE294385	iCMS3	SPRED1	SPRED1	True
GSE294385	iCMS3	ST3GAL4	ST3GAL4	True
GSE294385	iCMS3	ST6GALNAC1	ST6GALNAC1	True
GSE294385	iCMS3	STIM2	STIM2	True
GSE294385	iCMS3	STXBP5	STXBP5	True
GSE294385	iCMS3	STXBP6	STXBP6	True
GSE294385	iCMS3	SYT13	SYT13	True
GSE294385	iCMS3	SYTL1	SYTL1	True
GSE294385	iCMS3	TC2N	TC2N	True
GSE294385	iCMS3	TCEA3	TCEA3	True
GSE294385	iCMS3	TCIRG1	TCIRG1	True
GSE294385	iCMS3	TFF1	TFF1	True
GSE294385	iCMS3	TFF2	TFF2	True
GSE294385	iCMS3	TFF3	TFF3	True
GSE294385	iCMS3	TLN2	TLN2	True
GSE294385	iCMS3	TM4SF4	TM4SF4	True
GSE294385	iCMS3	TMED10	TMED10	True
GSE294385	iCMS3	TMED7	TMED7	True
GSE294385	iCMS3	TMEM173	TMEM173	True
GSE294385	iCMS3	TMEM263	TMEM263	True
GSE294385	iCMS3	TMEM30B	TMEM30B	True
GSE294385	iCMS3	TMEM92		False
GSE294385	iCMS3	TNFRSF10B	TNFRSF10B	True
GSE294385	iCMS3	TNFRSF11A	TNFRSF11A	True
GSE294385	iCMS3	TNIK	TNIK	True
GSE294385	iCMS3	TOR4A	TOR4A	True
GSE294385	iCMS3	TP53I3	TP53I3	True
GSE294385	iCMS3	TPGS1	TPGS1	True
GSE294385	iCMS3	TPSG1	TPSG1	True
GSE294385	iCMS3	TRIM29	TRIM29	True
GSE294385	iCMS3	TRIP11	TRIP11	True
GSE294385	iCMS3	TSPAN1	TSPAN1	True
GSE294385	iCMS3	TSPAN13	TSPAN13	True
GSE294385	iCMS3	TSTA3	TSTA3	True
GSE294385	iCMS3	TUBB2A	TUBB2A	True
GSE294385	iCMS3	TVP23B		False
GSE294385	iCMS3	TYMP	TYMP	True
GSE294385	iCMS3	TYMS	TYMS	True
GSE294385	iCMS3	UGDH	UGDH	True
GSE294385	iCMS3	UGT2B17		False
GSE294385	iCMS3	UGT8	UGT8	True
GSE294385	iCMS3	UNC13B	UNC13B	True
GSE294385	iCMS3	VAMP2	VAMP2	True
GSE294385	iCMS3	VAPA	VAPA	True
GSE294385	iCMS3	VILL	VILL	True
GSE294385	iCMS3	VSIG2	VSIG2	True
GSE294385	iCMS3	WARS	WARS	True
GSE294385	iCMS3	ZNF24	ZNF24	True
GSE294385	E2F	AK2		False
GSE294385	E2F	ANP32E	ANP32E	True
GSE294385	E2F	ASF1A	ASF1A	True
GSE294385	E2F	ASF1B	ASF1B	True
GSE294385	E2F	ATAD2	ATAD2	True
GSE294385	E2F	AURKA	AURKA	True
GSE294385	E2F	AURKB	AURKB	True
GSE294385	E2F	BARD1	BARD1	True
GSE294385	E2F	BIRC5	BIRC5	True
GSE294385	E2F	BRCA1	BRCA1	True
GSE294385	E2F	BRCA2	BRCA2	True
GSE294385	E2F	BRMS1L	BRMS1L	True
GSE294385	E2F	BUB1B	BUB1B	True
GSE294385	E2F	CBX5	CBX5	True
GSE294385	E2F	CCNB2	CCNB2	True
GSE294385	E2F	CCNE1	CCNE1	True
GSE294385	E2F	CCP110	CCP110	True
GSE294385	E2F	CDC20	CDC20	True
GSE294385	E2F	CDC25A	CDC25A	True
GSE294385	E2F	CDC25B	CDC25B	True
GSE294385	E2F	CDCA3	CDCA3	True
GSE294385	E2F	CDCA8	CDCA8	True
GSE294385	E2F	CDK1	CDK1	True
GSE294385	E2F	CDK4	CDK4	True
GSE294385	E2F	CDKN1A	CDKN1A	True
GSE294385	E2F	CDKN1B	CDKN1B	True
GSE294385	E2F	CDKN2A		False
GSE294385	E2F	CDKN2C	CDKN2C	True
GSE294385	E2F	CDKN3	CDKN3	True
GSE294385	E2F	CENPE	CENPE	True
GSE294385	E2F	CENPM	CENPM	True
GSE294385	E2F	CHEK1	CHEK1	True
GSE294385	E2F	CHEK2	CHEK2	True
GSE294385	E2F	CIT	CIT	True
GSE294385	E2F	CKS1B		False
GSE294385	E2F	CKS2		False
GSE294385	E2F	CNOT9	CNOT9	True
GSE294385	E2F	CSE1L	CSE1L	True
GSE294385	E2F	CTCF	CTCF	True
GSE294385	E2F	CTPS1	CTPS1	True
GSE294385	E2F	DCK	DCK	True
GSE294385	E2F	DCLRE1B	DCLRE1B	True
GSE294385	E2F	DCTPP1	DCTPP1	True
GSE294385	E2F	DDX39A	DDX39A	True
GSE294385	E2F	DEK	DEK	True
GSE294385	E2F	DEPDC1	DEPDC1	True
GSE294385	E2F	DIAPH3	DIAPH3	True
GSE294385	E2F	DLGAP5	DLGAP5	True
GSE294385	E2F	DNMT1	DNMT1	True
GSE294385	E2F	DONSON	DONSON	True
GSE294385	E2F	DSCC1	DSCC1	True
GSE294385	E2F	DUT	DUT	True
GSE294385	E2F	E2F8	E2F8	True
GSE294385	E2F	EED	EED	True
GSE294385	E2F	EIF2S1	EIF2S1	True
GSE294385	E2F	ESPL1	ESPL1	True
GSE294385	E2F	EXOSC8	EXOSC8	True
GSE294385	E2F	EZH2	EZH2	True
GSE294385	E2F	GINS1	GINS1	True
GSE294385	E2F	GINS3	GINS3	True
GSE294385	E2F	GINS4	GINS4	True
GSE294385	E2F	GSPT1	GSPT1	True
GSE294385	E2F	H2AX		False
GSE294385	E2F	H2AZ1		False
GSE294385	E2F	HELLS	HELLS	True
GSE294385	E2F	HMGA1	HMGA1	True
GSE294385	E2F	HMGB2		False
GSE294385	E2F	HMGB3		False
GSE294385	E2F	HMMR	HMMR	True
GSE294385	E2F	HNRNPD	HNRNPD	True
GSE294385	E2F	HUS1	HUS1	True
GSE294385	E2F	ILF3	ILF3	True
GSE294385	E2F	ING3	ING3	True
GSE294385	E2F	IPO7		False
GSE294385	E2F	JPT1	JPT1	True
GSE294385	E2F	KIF18B	KIF18B	True
GSE294385	E2F	KIF22	KIF22	True
GSE294385	E2F	KIF2C	KIF2C	True
GSE294385	E2F	KIF4A		False
GSE294385	E2F	KPNA2	KPNA2	True
GSE294385	E2F	LBR	LBR	True
GSE294385	E2F	LIG1	LIG1	True
GSE294385	E2F	LMNB1	LMNB1	True
GSE294385	E2F	LUC7L3	LUC7L3	True
GSE294385	E2F	LYAR	LYAR	True
GSE294385	E2F	MAD2L1	MAD2L1	True
GSE294385	E2F	MCM2	MCM2	True
GSE294385	E2F	MCM3	MCM3	True
GSE294385	E2F	MCM4	MCM4	True
GSE294385	E2F	MCM5	MCM5	True
GSE294385	E2F	MCM6	MCM6	True
GSE294385	E2F	MCM7	MCM7	True
GSE294385	E2F	MELK	MELK	True
GSE294385	E2F	MKI67	MKI67	True
GSE294385	E2F	MLH1	MLH1	True
GSE294385	E2F	MMS22L	MMS22L	True
GSE294385	E2F	MRE11	MRE11	True
GSE294385	E2F	MSH2	MSH2	True
GSE294385	E2F	MTHFD2	MTHFD2	True
GSE294385	E2F	MXD3	MXD3	True
GSE294385	E2F	MYBL2	MYBL2	True
GSE294385	E2F	MYC	MYC	True
GSE294385	E2F	NAA38	NAA38	True
GSE294385	E2F	NAP1L1		False
GSE294385	E2F	NASP	NASP	True
GSE294385	E2F	NBN	NBN	True
GSE294385	E2F	NCAPD2	NCAPD2	True
GSE294385	E2F	NME1	NME1	True
GSE294385	E2F	NOLC1		False
GSE294385	E2F	NOP56	NOP56	True
GSE294385	E2F	NUDT21	NUDT21	True
GSE294385	E2F	NUP107	NUP107	True
GSE294385	E2F	NUP153	NUP153	True
GSE294385	E2F	NUP205	NUP205	True
GSE294385	E2F	ORC2	ORC2	True
GSE294385	E2F	ORC6	ORC6	True
GSE294385	E2F	PA2G4	PA2G4	True
GSE294385	E2F	PAICS	PAICS	True
GSE294385	E2F	PAN2	PAN2	True
GSE294385	E2F	PCNA	PCNA	True
GSE294385	E2F	PDS5B	PDS5B	True
GSE294385	E2F	PHF5A	PHF5A	True
GSE294385	E2F	PLK1	PLK1	True
GSE294385	E2F	PLK4	PLK4	True
GSE294385	E2F	PMS2	PMS2	True
GSE294385	E2F	PNN	PNN	True
GSE294385	E2F	POLA2	POLA2	True
GSE294385	E2F	POLD1	POLD1	True
GSE294385	E2F	POLD2	POLD2	True
GSE294385	E2F	POLD3	POLD3	True
GSE294385	E2F	POLE	POLE	True
GSE294385	E2F	POLE4	POLE4	True
GSE294385	E2F	POP7	POP7	True
GSE294385	E2F	PPM1D	PPM1D	True
GSE294385	E2F	PPP1R8	PPP1R8	True
GSE294385	E2F	PRDX4	PRDX4	True
GSE294385	E2F	PRIM2	PRIM2	True
GSE294385	E2F	PRKDC	PRKDC	True
GSE294385	E2F	PRPS1	PRPS1	True
GSE294385	E2F	PSIP1	PSIP1	True
GSE294385	E2F	PSMC3IP	PSMC3IP	True
GSE294385	E2F	PTTG1	PTTG1	True
GSE294385	E2F	RACGAP1		False
GSE294385	E2F	RAD1		False
GSE294385	E2F	RAD21	RAD21	True
GSE294385	E2F	RAD50	RAD50	True
GSE294385	E2F	RAD51AP1	RAD51AP1	True
GSE294385	E2F	RAD51C	RAD51C	True
GSE294385	E2F	RAN		False
GSE294385	E2F	RANBP1		False
GSE294385	E2F	RBBP7	RBBP7	True
GSE294385	E2F	RFC1	RFC1	True
GSE294385	E2F	RFC2	RFC2	True
GSE294385	E2F	RFC3	RFC3	True
GSE294385	E2F	RNASEH2A	RNASEH2A	True
GSE294385	E2F	RPA1	RPA1	True
GSE294385	E2F	RPA2	RPA2	True
GSE294385	E2F	RPA3	RPA3	True
GSE294385	E2F	RRM2	RRM2	True
GSE294385	E2F	SHMT1		False
GSE294385	E2F	SLBP	SLBP	True
GSE294385	E2F	SMC1A	SMC1A	True
GSE294385	E2F	SMC3	SMC3	True
GSE294385	E2F	SMC4	SMC4	True
GSE294385	E2F	SMC6	SMC6	True
GSE294385	E2F	SNRPB	SNRPB	True
GSE294385	E2F	SPAG5	SPAG5	True
GSE294385	E2F	SPC24	SPC24	True
GSE294385	E2F	SPC25	SPC25	True
GSE294385	E2F	SRSF1	SRSF1	True
GSE294385	E2F	SRSF2	SRSF2	True
GSE294385	E2F	SSRP1	SSRP1	True
GSE294385	E2F	STAG1	STAG1	True
GSE294385	E2F	STMN1	STMN1	True
GSE294385	E2F	SUV39H1	SUV39H1	True
GSE294385	E2F	SYNCRIP	SYNCRIP	True
GSE294385	E2F	TACC3	TACC3	True
GSE294385	E2F	TBRG4	TBRG4	True
GSE294385	E2F	TCF19	TCF19	True
GSE294385	E2F	TFRC	TFRC	True
GSE294385	E2F	TIMELESS	TIMELESS	True
GSE294385	E2F	TIPIN	TIPIN	True
GSE294385	E2F	TK1	TK1	True
GSE294385	E2F	TMPO	TMPO	True
GSE294385	E2F	TOP2A	TOP2A	True
GSE294385	E2F	TP53	TP53	True
GSE294385	E2F	TRA2B	TRA2B	True
GSE294385	E2F	TRIP13	TRIP13	True
GSE294385	E2F	TUBB		False
GSE294385	E2F	TUBG1		False
GSE294385	E2F	UBE2S		False
GSE294385	E2F	UBE2T	UBE2T	True
GSE294385	E2F	UBR7	UBR7	True
GSE294385	E2F	UNG	UNG	True
GSE294385	E2F	USP1	USP1	True
GSE294385	E2F	WDR90	WDR90	True
GSE294385	E2F	WEE1	WEE1	True
GSE294385	E2F	XPO1	XPO1	True
GSE294385	E2F	XRCC6	XRCC6	True
GSE294385	E2F	ZW10	ZW10	True
GSE294385	Hypoxia	ACKR3	ACKR3	True
GSE294385	Hypoxia	ADM	ADM	True
GSE294385	Hypoxia	ADORA2B	ADORA2B	True
GSE294385	Hypoxia	AK4	AK4	True
GSE294385	Hypoxia	AKAP12	AKAP12	True
GSE294385	Hypoxia	ALDOA		False
GSE294385	Hypoxia	ALDOB	ALDOB	True
GSE294385	Hypoxia	ALDOC	ALDOC	True
GSE294385	Hypoxia	AMPD3	AMPD3	True
GSE294385	Hypoxia	ANGPTL4	ANGPTL4	True
GSE294385	Hypoxia	ANKZF1	ANKZF1	True
GSE294385	Hypoxia	ANXA2	ANXA2	True
GSE294385	Hypoxia	ATF3	ATF3	True
GSE294385	Hypoxia	ATP7A	ATP7A	True
GSE294385	Hypoxia	B3GALT6	B3GALT6	True
GSE294385	Hypoxia	B4GALNT2	B4GALNT2	True
GSE294385	Hypoxia	BCAN	BCAN	True
GSE294385	Hypoxia	BCL2	BCL2	True
GSE294385	Hypoxia	BGN	BGN	True
GSE294385	Hypoxia	BHLHE40	BHLHE40	True
GSE294385	Hypoxia	BNIP3L	BNIP3L	True
GSE294385	Hypoxia	BRS3	BRS3	True
GSE294385	Hypoxia	BTG1		False
GSE294385	Hypoxia	CA12	CA12	True
GSE294385	Hypoxia	CASP6	CASP6	True
GSE294385	Hypoxia	CAV1	CAV1	True
GSE294385	Hypoxia	CAVIN1	CAVIN1	True
GSE294385	Hypoxia	CAVIN3	CAVIN3	True
GSE294385	Hypoxia	CCN1	CCN1	True
GSE294385	Hypoxia	CCN2	CCN2	True
GSE294385	Hypoxia	CCN5	CCN5	True
GSE294385	Hypoxia	CCNG2	CCNG2	True
GSE294385	Hypoxia	CDKN1A	CDKN1A	True
GSE294385	Hypoxia	CDKN1B	CDKN1B	True
GSE294385	Hypoxia	CDKN1C	CDKN1C	True
GSE294385	Hypoxia	CHST2	CHST2	True
GSE294385	Hypoxia	CHST3	CHST3	True
GSE294385	Hypoxia	CITED2	CITED2	True
GSE294385	Hypoxia	COL5A1	COL5A1	True
GSE294385	Hypoxia	CP	CP	True
GSE294385	Hypoxia	CSRP2	CSRP2	True
GSE294385	Hypoxia	CXCR4	CXCR4	True
GSE294385	Hypoxia	DCN	DCN	True
GSE294385	Hypoxia	DDIT3	DDIT3	True
GSE294385	Hypoxia	DDIT4	DDIT4	True
GSE294385	Hypoxia	DPYSL4	DPYSL4	True
GSE294385	Hypoxia	DTNA	DTNA	True
GSE294385	Hypoxia	DUSP1	DUSP1	True
GSE294385	Hypoxia	EDN2	EDN2	True
GSE294385	Hypoxia	EFNA1	EFNA1	True
GSE294385	Hypoxia	EFNA3	EFNA3	True
GSE294385	Hypoxia	EGFR	EGFR	True
GSE294385	Hypoxia	ENO1	ENO1	True
GSE294385	Hypoxia	ENO2	ENO2	True
GSE294385	Hypoxia	ENO3	ENO3	True
GSE294385	Hypoxia	ERO1A	ERO1A	True
GSE294385	Hypoxia	ERRFI1	ERRFI1	True
GSE294385	Hypoxia	ETS1	ETS1	True
GSE294385	Hypoxia	EXT1	EXT1	True
GSE294385	Hypoxia	F3	F3	True
GSE294385	Hypoxia	FAM162A	FAM162A	True
GSE294385	Hypoxia	FBP1	FBP1	True
GSE294385	Hypoxia	FOS	FOS	True
GSE294385	Hypoxia	FOSL2	FOSL2	True
GSE294385	Hypoxia	FOXO3	FOXO3	True
GSE294385	Hypoxia	GAA	GAA	True
GSE294385	Hypoxia	GALK1		False
GSE294385	Hypoxia	GAPDH		False
GSE294385	Hypoxia	GAPDHS	GAPDHS	True
GSE294385	Hypoxia	GBE1	GBE1	True
GSE294385	Hypoxia	GCK	GCK	True
GSE294385	Hypoxia	GCNT2	GCNT2	True
GSE294385	Hypoxia	GLRX	GLRX	True
GSE294385	Hypoxia	GPC1	GPC1	True
GSE294385	Hypoxia	GPC3	GPC3	True
GSE294385	Hypoxia	GPC4	GPC4	True
GSE294385	Hypoxia	GPI	GPI	True
GSE294385	Hypoxia	GRHPR	GRHPR	True
GSE294385	Hypoxia	GYS1	GYS1	True
GSE294385	Hypoxia	HAS1	HAS1	True
GSE294385	Hypoxia	HDLBP	HDLBP	True
GSE294385	Hypoxia	HEXA	HEXA	True
GSE294385	Hypoxia	HK1	HK1	True
GSE294385	Hypoxia	HK2	HK2	True
GSE294385	Hypoxia	HMOX1	HMOX1	True
GSE294385	Hypoxia	HOXB9	HOXB9	True
GSE294385	Hypoxia	HS3ST1	HS3ST1	True
GSE294385	Hypoxia	HSPA5	HSPA5	True
GSE294385	Hypoxia	IDS	IDS	True
GSE294385	Hypoxia	IER3	IER3	True
GSE294385	Hypoxia	IGFBP1	IGFBP1	True
GSE294385	Hypoxia	IGFBP3	IGFBP3	True
GSE294385	Hypoxia	IL6	IL6	True
